DCS-ID	input	output
65353	balaM nAgasahasrasya DArayan parvatopamaH	
65995	tejasA kzamayA dIptyA yaTAyaM mfgasattamaH	
66354	evaM bruvatyAM sItAyAM rAmapatnyAM mahAbalaH	
66670	jawAyus tam atikramya tuRqenAsya KarADipaH	
66778	prahfzwA vyaTitAS cAsan sarve te paramarzayaH	
67012	puzpakaM nAma suSroRi BrAtur vESravaRasya me	
67679	vartIraH kapiYjalaBedaH	
67983	budDyA yuktA mahAprAjYA vijAnanti SuBASuBe	
68611	SvetakriyAsu SvetaM deyaM SvetaM tAram ityarTaH	
68618	iti	
69317	Bavanti parahantAras te jYeyAH prAkftEr narEH	
69595	vAlinA nikfto BrAtrA kftavEraS ca rAGava	
69781	SrUyatAm aBiDAsyAmi yas te yudDaM pradAsyati	
69879	ata eva BogAnAm ASrayAH SarIram	
70312	yavIyAn AtmanaH putraH SizyaS cApi guRoditaH	
70535	avyagras tad avApnoti sarvaM pretya SuBASuBam	
71111	upakAraM ca sugrIvo vetsyate nAtra saMSayaH	
71887	tvaM pramatta iti vyaktaM lakzmaRo 'yam ihAgataH	
72701	AjagAma mahAvIryas tisfBiH kowiBir vftaH	
76019	ko 'rTaH mfta iva mftaH	
76093	mayA vitatya noktAste granTagOravaBIruRA	
77922	udAno 'NkuSakoRe ca mAtrAyAM vyAna eva ca	
7802	rozaRaM raktamAlyastrIraktamadyAmizapriyam	
78129	etA dehe viSezeRa tava nityA hi devatAH	
79110	anusarataH anugacCataH	
79334	narmadA ca nadI puRyA mArkaRqeyo mahAnfziH	
79449	brahmovAca	
79768	putraM SakravaDArTAya samarTam amitOjasam	
80721	sUta uvAca	
81608	ko nu Darmo'tra BavitA mattyAgAdgatireva vA	
81695	yajeta vASvameDena nIlaM vA vfzamutsfjet	
81938	anekasaMSayocCedi parokzArTasya darSakam	
82000	dEvaM nihatya kuru pOruzam AtmaSaktyA yatne kfte yadi na siDyati ko 'tra dozaH	
82015	etac cintayitvA rAjA paRqitasaBAM kAritavAn	
82145	taTA coktam	
8241	karkawaH kArkawaH karkaH kzudraDAtrI ca sa smftaH	
82567	uttamasyApi varRasya nIco 'pi gfham AgataH	
83085	stUyamAnasya tasyABUdaDiko DAmasamBavaH	
83955	yasya prasAde padmAste vijayaS ca parAkrame	
84042	rAjAha damanakakarawakO jAnItaH	
84153	muKam eva vArtAM kaTayati	
853	strIsnehanityamandAgnisuKitakleSaBIruzu	
86524	na bAhuyugmezu vilAsinInAM prayAnti saNgaM valayANgadAni	
88401	liptvA tatra muKaM rudDvA garBayantramidaM Bavet	
89415	samyak toyamfdA rudDvA samyaggartoccamAnayA	
90277	na nUnaM kArtavIryasya gatiM yAsyanti kzatriyAH	
90534	pAdam etat surAsekEr jAyate naKapARquram	
91586	arTaduzwaM punarjYeyaM yatrokte jAyate matiH	
92016	AsIdbfhadraTAccEva viSvajijjanamejayaH	
92733	kaliyugapramARaM ca yugadozaM yugakzayam	
92870	manvantarezu sarvezu nAnArUpaprayojanEH	
9295	SfNgArAdinavanAwyarasAH iti hAsyAdiBAvAH SfNgArAdInAm	
93859	kA punariyaM rItirityata Aha	
95007	matimapi ca narARAM yo dadAti priyArTaM vibuDapativimAne nAyakaH syAdamoGaH	
95333	namo nIlAya vE jaNGe pAdO viSvasfje namaH	
95825	BAnurarko ravirbrahmA sUryaH Sakro hariH SivaH	
96974	ihEva PaladaM puMsAmetannAmutra SoBanam	
9857	kuSAsane mfgAjine vyAGrAjine ca kambale	
98663	ciYcAbIjaM mezaSfMgI strIpuzpaM cAmlavetasam	
98961	sa tEH parivfto rAjA SuSuBe brahmavAdiBiH	
99342	na jahyAjjIvitaM prAjYas taM gacCAnaya saMjaya	
99499	cirAya tava putrARAM Satam ekaS ca pArTiva	
99543	vESampAyana uvAca	
